ORF	cluster	gene_name
YNL323W	transcription and mRNA processing_GO_5	LEM3
YOL018C	transcription and mRNA processing_GO_5	TLG2
YOL044W	transcription and mRNA processing_GO_5	PEX15
YOL064C	transcription and mRNA processing_GO_5	MET22
YOR016C	transcription and mRNA processing_GO_5	ERP4
YPL069C	transcription and mRNA processing_GO_5	BTS1
YPL072W	transcription and mRNA processing_GO_5	UBP16
YPL183C	transcription and mRNA processing_GO_5	RTT10
YPL213W	transcription and mRNA processing_GO_5	LEA1
YPR031W	transcription and mRNA processing_GO_5	NTO1
YPR045C	transcription and mRNA processing_GO_5	THP3
YPR075C	transcription and mRNA processing_GO_5	OPY2
YAL024C	transcription and mRNA processing_GO_4	LTE1
YAL055W	transcription and mRNA processing_GO_4	PEX22
YBR009C	transcription and mRNA processing_GO_4	HHF1
YBR195C	transcription and mRNA processing_GO_4	MSI1
YDL093W	transcription and mRNA processing_GO_4	PMT5
YEL056W	transcription and mRNA processing_GO_4	HAT2
YER116C	transcription and mRNA processing_GO_4	SLX8
YGL029W	transcription and mRNA processing_GO_4	CGR1
YGR208W	transcription and mRNA processing_GO_4	SER2
YHL002W	transcription and mRNA processing_GO_4	HSE1
YHL025W	transcription and mRNA processing_GO_4	SNF6
YHR115C	transcription and mRNA processing_GO_4	DMA1
YIR005W	transcription and mRNA processing_GO_4	IST3
YJL046W	transcription and mRNA processing_GO_4	AIM22
YJL157C	transcription and mRNA processing_GO_4	FAR1
YJR043C	transcription and mRNA processing_GO_4	POL32
YKL113C	transcription and mRNA processing_GO_4	RAD27
YKR048C	transcription and mRNA processing_GO_4	NAP1
YLR401C	transcription and mRNA processing_GO_4	DUS3
YLR429W	transcription and mRNA processing_GO_4	CRN1
YML117W	transcription and mRNA processing_GO_4	NAB6
YMR070W	transcription and mRNA processing_GO_4	MOT3
YMR129W	transcription and mRNA processing_GO_4	POM152
YNL167C	transcription and mRNA processing_GO_4	SKO1
YOR113W	transcription and mRNA processing_GO_4	AZF1
YOR179C	transcription and mRNA processing_GO_4	SYC1
YOR308C	transcription and mRNA processing_GO_4	SNU66
YOR322C	transcription and mRNA processing_GO_4	LDB19
YPL120W	transcription and mRNA processing_GO_4	VPS30
YAL048C	transcription and mRNA processing_GO_3	GEM1
YBR058C	transcription and mRNA processing_GO_3	UBP14
YBR288C	transcription and mRNA processing_GO_3	APM3
YCR031C	transcription and mRNA processing_GO_3	RPS14A
YDR076W	transcription and mRNA processing_GO_3	RAD55
YDR080W	transcription and mRNA processing_GO_3	VPS41
YDR153C	transcription and mRNA processing_GO_3	ENT5
YDR173C	transcription and mRNA processing_GO_3	ARG82
YDR183W	transcription and mRNA processing_GO_3	PLP1
YEL013W	transcription and mRNA processing_GO_3	VAC8
YEL015W	transcription and mRNA processing_GO_3	EDC3
YER002W	transcription and mRNA processing_GO_3	NOP16
YGL014W	transcription and mRNA processing_GO_3	PUF4
YGL194C	transcription and mRNA processing_GO_3	HOS2
YGR188C	transcription and mRNA processing_GO_3	BUB1
YHR034C	transcription and mRNA processing_GO_3	PIH1
YHR189W	transcription and mRNA processing_GO_3	PTH1
YIL134W	transcription and mRNA processing_GO_3	FLX1
YJL154C	transcription and mRNA processing_GO_3	VPS35
YJR090C	transcription and mRNA processing_GO_3	GRR1
YJR145C	transcription and mRNA processing_GO_3	RPS4A
YKL101W	transcription and mRNA processing_GO_3	HSL1
YKR030W	transcription and mRNA processing_GO_3	GMH1
YLR113W	transcription and mRNA processing_GO_3	HOG1
YML013W	transcription and mRNA processing_GO_3	UBX2
YMR127C	transcription and mRNA processing_GO_3	SAS2
YMR292W	transcription and mRNA processing_GO_3	GOT1
YNL136W	transcription and mRNA processing_GO_3	EAF7
YNL278W	transcription and mRNA processing_GO_3	CAF120
YNL294C	transcription and mRNA processing_GO_3	RIM21
YNR006W	transcription and mRNA processing_GO_3	VPS27
YOL011W	transcription and mRNA processing_GO_3	PLB3
YOR080W	transcription and mRNA processing_GO_3	DIA2
YOR112W	transcription and mRNA processing_GO_3	CEX1
YOR327C	transcription and mRNA processing_GO_3	SNC2
YOR358W	transcription and mRNA processing_GO_3	HAP5
YPL086C	transcription and mRNA processing_GO_3	ELP3
YPL184C	transcription and mRNA processing_GO_3	MRN1
YPL226W	transcription and mRNA processing_GO_3	NEW1
YAL007C	transcription and mRNA processing_GO_2	ERP2
YAL020C	transcription and mRNA processing_GO_2	ATS1
YBL087C	transcription and mRNA processing_GO_2	RPL23A
YBL103C	transcription and mRNA processing_GO_2	RTG3
YBR058C	transcription and mRNA processing_GO_2	UBP14
YBR132C	transcription and mRNA processing_GO_2	AGP2
YBR168W	transcription and mRNA processing_GO_2	PEX32
YBR245C	transcription and mRNA processing_GO_2	ISW1
YCL014W	transcription and mRNA processing_GO_2	BUD3
YCL061C	transcription and mRNA processing_GO_2	MRC1
YCR028C-A	transcription and mRNA processing_GO_2	RIM1
YCR065W	transcription and mRNA processing_GO_2	HCM1
YDL048C	transcription and mRNA processing_GO_2	STP4
YDR025W	transcription and mRNA processing_GO_2	RPS11A
YDR069C	transcription and mRNA processing_GO_2	DOA4
YDR083W	transcription and mRNA processing_GO_2	RRP8
YDR334W	transcription and mRNA processing_GO_2	SWR1
YDR363W	transcription and mRNA processing_GO_2	ESC2
YER020W	transcription and mRNA processing_GO_2	GPA2
YER116C	transcription and mRNA processing_GO_2	SLX8
YER166W	transcription and mRNA processing_GO_2	DNF1
YFL007W	transcription and mRNA processing_GO_2	BLM10
YFL033C	transcription and mRNA processing_GO_2	RIM15
YFR036W	transcription and mRNA processing_GO_2	CDC26
YGL003C	transcription and mRNA processing_GO_2	CDH1
YGL029W	transcription and mRNA processing_GO_2	CGR1
YGL131C	transcription and mRNA processing_GO_2	SNT2
YGL195W	transcription and mRNA processing_GO_2	GCN1
YGL226C-A	transcription and mRNA processing_GO_2	OST5
YGR072W	transcription and mRNA processing_GO_2	UPF3
YGR078C	transcription and mRNA processing_GO_2	PAC10
YGR200C	transcription and mRNA processing_GO_2	ELP2
YHR067W	transcription and mRNA processing_GO_2	HTD2
YHR158C	transcription and mRNA processing_GO_2	KEL1
YIL044C	transcription and mRNA processing_GO_2	AGE2
YJL023C	transcription and mRNA processing_GO_2	PET130
YJL168C	transcription and mRNA processing_GO_2	SET2
YJR053W	transcription and mRNA processing_GO_2	BFA1
YJR060W	transcription and mRNA processing_GO_2	CBF1
YKL139W	transcription and mRNA processing_GO_2	CTK1
YKL185W	transcription and mRNA processing_GO_2	ASH1
YKR065C	transcription and mRNA processing_GO_2	PAM17
YKR077W	transcription and mRNA processing_GO_2	MSA2
YLR085C	transcription and mRNA processing_GO_2	ARP6
YLR087C	transcription and mRNA processing_GO_2	CSF1
YLR180W	transcription and mRNA processing_GO_2	SAM1
YLR435W	transcription and mRNA processing_GO_2	TSR2
YLR450W	transcription and mRNA processing_GO_2	HMG2
YML012W	transcription and mRNA processing_GO_2	ERV25
YML017W	transcription and mRNA processing_GO_2	PSP2
YMR004W	transcription and mRNA processing_GO_2	MVP1
YMR015C	transcription and mRNA processing_GO_2	ERG5
YMR070W	transcription and mRNA processing_GO_2	MOT3
YMR153W	transcription and mRNA processing_GO_2	NUP53
YMR224C	transcription and mRNA processing_GO_2	MRE11
YNL025C	transcription and mRNA processing_GO_2	SSN8
YNL031C	transcription and mRNA processing_GO_2	HHT2
YNL044W	transcription and mRNA processing_GO_2	YIP3
YNL053W	transcription and mRNA processing_GO_2	MSG5
YNL097C	transcription and mRNA processing_GO_2	PHO23
YNL147W	transcription and mRNA processing_GO_2	LSM7
YNL154C	transcription and mRNA processing_GO_2	YCK2
YOL027C	transcription and mRNA processing_GO_2	MDM38
YOL080C	transcription and mRNA processing_GO_2	REX4
YOL108C	transcription and mRNA processing_GO_2	INO4
YOR025W	transcription and mRNA processing_GO_2	HST3
YOR043W	transcription and mRNA processing_GO_2	WHI2
YOR058C	transcription and mRNA processing_GO_2	ASE1
YOR065W	transcription and mRNA processing_GO_2	CYT1
YOR101W	transcription and mRNA processing_GO_2	RAS1
YOR109W	transcription and mRNA processing_GO_2	INP53
YOR127W	transcription and mRNA processing_GO_2	RGA1
YOR132W	transcription and mRNA processing_GO_2	VPS17
YOR265W	transcription and mRNA processing_GO_2	RBL2
YOR344C	transcription and mRNA processing_GO_2	TYE7
YPL158C	transcription and mRNA processing_GO_2	AIM44
YPR024W	transcription and mRNA processing_GO_2	YME1
YPR032W	transcription and mRNA processing_GO_2	SRO7
YPR069C	transcription and mRNA processing_GO_2	SPE3
YPR164W	transcription and mRNA processing_GO_2	MMS1
YAL013W	transcription and mRNA processing_GO_1	DEP1
YAL019W	transcription and mRNA processing_GO_1	FUN30
YBR073W	transcription and mRNA processing_GO_1	RDH54
YBR168W	transcription and mRNA processing_GO_1	PEX32
YBR195C	transcription and mRNA processing_GO_1	MSI1
YCR017C	transcription and mRNA processing_GO_1	CWH43
YDL093W	transcription and mRNA processing_GO_1	PMT5
YDL100C	transcription and mRNA processing_GO_1	GET3
YDL170W	transcription and mRNA processing_GO_1	UGA3
YDR069C	transcription and mRNA processing_GO_1	DOA4
YDR099W	transcription and mRNA processing_GO_1	BMH2
YDR155C	transcription and mRNA processing_GO_1	CPR1
YDR159W	transcription and mRNA processing_GO_1	SAC3
YDR245W	transcription and mRNA processing_GO_1	MNN10
YDR363W-A	transcription and mRNA processing_GO_1	SEM1
YEL031W	transcription and mRNA processing_GO_1	SPF1
YEL047C	transcription and mRNA processing_GO_1	FRD1
YER019W	transcription and mRNA processing_GO_1	ISC1
YFR009W	transcription and mRNA processing_GO_1	GCN20
YGL019W	transcription and mRNA processing_GO_1	CKB1
YGL031C	transcription and mRNA processing_GO_1	RPL24A
YGL035C	transcription and mRNA processing_GO_1	MIG1
YGL058W	transcription and mRNA processing_GO_1	RAD6
YGL175C	transcription and mRNA processing_GO_1	SAE2
YGL211W	transcription and mRNA processing_GO_1	NCS6
YGR174C	transcription and mRNA processing_GO_1	CBP4
YGR184C	transcription and mRNA processing_GO_1	UBR1
YHR041C	transcription and mRNA processing_GO_1	SRB2
YHR111W	transcription and mRNA processing_GO_1	UBA4
YHR178W	transcription and mRNA processing_GO_1	STB5
YJL092W	transcription and mRNA processing_GO_1	SRS2
YJL115W	transcription and mRNA processing_GO_1	ASF1
YJL177W	transcription and mRNA processing_GO_1	RPL17B
YJR084W	transcription and mRNA processing_GO_1	YJR084W
YJR094C	transcription and mRNA processing_GO_1	IME1
YKL208W	transcription and mRNA processing_GO_1	CBT1
YKR019C	transcription and mRNA processing_GO_1	IRS4
YKR020W	transcription and mRNA processing_GO_1	VPS51
YLL001W	transcription and mRNA processing_GO_1	DNM1
YLR435W	transcription and mRNA processing_GO_1	TSR2
YML071C	transcription and mRNA processing_GO_1	COG8
YMR202W	transcription and mRNA processing_GO_1	ERG2
YMR224C	transcription and mRNA processing_GO_1	MRE11
YMR280C	transcription and mRNA processing_GO_1	CAT8
YNL025C	transcription and mRNA processing_GO_1	SSN8
YNL079C	transcription and mRNA processing_GO_1	TPM1
YNL224C	transcription and mRNA processing_GO_1	SQS1
YNR006W	transcription and mRNA processing_GO_1	VPS27
YNR032W	transcription and mRNA processing_GO_1	PPG1
YOL001W	transcription and mRNA processing_GO_1	PHO80
YOL111C	transcription and mRNA processing_GO_1	MDY2
YOR065W	transcription and mRNA processing_GO_1	CYT1
YOR085W	transcription and mRNA processing_GO_1	OST3
YOR132W	transcription and mRNA processing_GO_1	VPS17
YOR297C	transcription and mRNA processing_GO_1	TIM18
YPL024W	transcription and mRNA processing_GO_1	RMI1
YPL195W	transcription and mRNA processing_GO_1	APL5
YPL226W	transcription and mRNA processing_GO_1	NEW1
YPL253C	transcription and mRNA processing_GO_1	VIK1
YPR023C	transcription and mRNA processing_GO_1	EAF3
YAL010C	Golgi and ER_GO_4	MDM10
YBL011W	Golgi and ER_GO_4	SCT1
YBL017C	Golgi and ER_GO_4	PEP1
YBL072C	Golgi and ER_GO_4	RPS8A
YBL082C	Golgi and ER_GO_4	ALG3
YBL101C	Golgi and ER_GO_4	ECM21
YBR009C	Golgi and ER_GO_4	HHF1
YBR126C	Golgi and ER_GO_4	TPS1
YBR274W	Golgi and ER_GO_4	CHK1
YCL016C	Golgi and ER_GO_4	DCC1
YCL061C	Golgi and ER_GO_4	MRC1
YDL052C	Golgi and ER_GO_4	SLC1
YDL099W	Golgi and ER_GO_4	BUG1
YDL226C	Golgi and ER_GO_4	GCS1
YDR097C	Golgi and ER_GO_4	MSH6
YDR101C	Golgi and ER_GO_4	ARX1
YDR126W	Golgi and ER_GO_4	SWF1
YDR255C	Golgi and ER_GO_4	RMD5
YDR297W	Golgi and ER_GO_4	SUR2
YDR313C	Golgi and ER_GO_4	PIB1
YDR363W-A	Golgi and ER_GO_4	SEM1
YDR386W	Golgi and ER_GO_4	MUS81
YDR422C	Golgi and ER_GO_4	SIP1
YDR512C	Golgi and ER_GO_4	EMI1
YFR040W	Golgi and ER_GO_4	SAP155
YGL029W	Golgi and ER_GO_4	CGR1
YHR079C	Golgi and ER_GO_4	IRE1
YHR115C	Golgi and ER_GO_4	DMA1
YHR178W	Golgi and ER_GO_4	STB5
YIL133C	Golgi and ER_GO_4	RPL16A
YJL098W	Golgi and ER_GO_4	SAP185
YJL140W	Golgi and ER_GO_4	RPB4
YJR060W	Golgi and ER_GO_4	CBF1
YKL079W	Golgi and ER_GO_4	SMY1
YKL179C	Golgi and ER_GO_4	COY1
YKL212W	Golgi and ER_GO_4	SAC1
YKR029C	Golgi and ER_GO_4	SET3
YKR048C	Golgi and ER_GO_4	NAP1
YLR015W	Golgi and ER_GO_4	BRE2
YLR087C	Golgi and ER_GO_4	CSF1
YLR091W	Golgi and ER_GO_4	GEP5
YLR135W	Golgi and ER_GO_4	SLX4
YML048W	Golgi and ER_GO_4	GSF2
YMR205C	Golgi and ER_GO_4	PFK2
YMR285C	Golgi and ER_GO_4	NGL2
YMR292W	Golgi and ER_GO_4	GOT1
YNL201C	Golgi and ER_GO_4	PSY2
YNR020C	Golgi and ER_GO_4	ATP23
YNR041C	Golgi and ER_GO_4	COQ2
YOL001W	Golgi and ER_GO_4	PHO80
YOL065C	Golgi and ER_GO_4	INP54
YOL093W	Golgi and ER_GO_4	TRM10
YOR061W	Golgi and ER_GO_4	CKA2
YOR266W	Golgi and ER_GO_4	PNT1
YPL116W	Golgi and ER_GO_4	HOS3
YBL017C	Golgi and ER_GO_3	PEP1
YBL024W	Golgi and ER_GO_3	NCL1
YBL082C	Golgi and ER_GO_3	ALG3
YBR031W	Golgi and ER_GO_3	RPL4A
YBR132C	Golgi and ER_GO_3	AGP2
YBR164C	Golgi and ER_GO_3	ARL1
YCL014W	Golgi and ER_GO_3	BUD3
YDL093W	Golgi and ER_GO_3	PMT5
YDL099W	Golgi and ER_GO_3	BUG1
YDL135C	Golgi and ER_GO_3	RDI1
YDR049W	Golgi and ER_GO_3	VMS1
YDR072C	Golgi and ER_GO_3	IPT1
YDR192C	Golgi and ER_GO_3	NUP42
YDR217C	Golgi and ER_GO_3	RAD9
YDR221W	Golgi and ER_GO_3	GTB1
YDR297W	Golgi and ER_GO_3	SUR2
YDR424C	Golgi and ER_GO_3	DYN2
YER052C	Golgi and ER_GO_3	HOM3
YER111C	Golgi and ER_GO_3	SWI4
YER129W	Golgi and ER_GO_3	SAK1
YER161C	Golgi and ER_GO_3	SPT2
YER177W	Golgi and ER_GO_3	BMH1
YGL005C	Golgi and ER_GO_3	COG7
YGL031C	Golgi and ER_GO_3	RPL24A
YGL127C	Golgi and ER_GO_3	SOH1
YGL133W	Golgi and ER_GO_3	ITC1
YGL219C	Golgi and ER_GO_3	MDM34
YGR252W	Golgi and ER_GO_3	GCN5
YHR129C	Golgi and ER_GO_3	ARP1
YIL134W	Golgi and ER_GO_3	FLX1
YJL013C	Golgi and ER_GO_3	MAD3
YKR028W	Golgi and ER_GO_3	SAP190
YKR029C	Golgi and ER_GO_3	SET3
YLL019C	Golgi and ER_GO_3	KNS1
YLL021W	Golgi and ER_GO_3	SPA2
YLR006C	Golgi and ER_GO_3	SSK1
YLR180W	Golgi and ER_GO_3	SAM1
YLR426W	Golgi and ER_GO_3	TDA5
YML035C	Golgi and ER_GO_3	AMD1
YML062C	Golgi and ER_GO_3	MFT1
YML097C	Golgi and ER_GO_3	VPS9
YML107C	Golgi and ER_GO_3	PML39
YMR190C	Golgi and ER_GO_3	SGS1
YMR292W	Golgi and ER_GO_3	GOT1
YNL037C	Golgi and ER_GO_3	IDH1
YNL054W	Golgi and ER_GO_3	VAC7
YNL183C	Golgi and ER_GO_3	NPR1
YNL298W	Golgi and ER_GO_3	CLA4
YNL307C	Golgi and ER_GO_3	MCK1
YNL329C	Golgi and ER_GO_3	PEX6
YOL004W	Golgi and ER_GO_3	SIN3
YOL012C	Golgi and ER_GO_3	HTZ1
YOR089C	Golgi and ER_GO_3	VPS21
YPL090C	Golgi and ER_GO_3	RPS6A
YPL100W	Golgi and ER_GO_3	ATG21
YPL183C	Golgi and ER_GO_3	RTT10
YPR164W	Golgi and ER_GO_3	MMS1
YAL011W	Golgi and ER_GO_2	SWC3
YAL023C	Golgi and ER_GO_2	PMT2
YAL048C	Golgi and ER_GO_2	GEM1
YCL037C	Golgi and ER_GO_2	SRO9
YDL006W	Golgi and ER_GO_2	PTC1
YDL136W	Golgi and ER_GO_2	RPL35B
YDR289C	Golgi and ER_GO_2	RTT103
YDR294C	Golgi and ER_GO_2	DPL1
YDR313C	Golgi and ER_GO_2	PIB1
YDR363W-A	Golgi and ER_GO_2	SEM1
YER030W	Golgi and ER_GO_2	CHZ1
YER089C	Golgi and ER_GO_2	PTC2
YER114C	Golgi and ER_GO_2	BOI2
YER139C	Golgi and ER_GO_2	RTR1
YGL005C	Golgi and ER_GO_2	COG7
YGL163C	Golgi and ER_GO_2	RAD54
YGL211W	Golgi and ER_GO_2	NCS6
YGL219C	Golgi and ER_GO_2	MDM34
YGR058W	Golgi and ER_GO_2	PEF1
YGR202C	Golgi and ER_GO_2	PCT1
YHL003C	Golgi and ER_GO_2	LAG1
YHR034C	Golgi and ER_GO_2	PIH1
YHR114W	Golgi and ER_GO_2	BZZ1
YJR059W	Golgi and ER_GO_2	PTK2
YJR135C	Golgi and ER_GO_2	MCM22
YKL149C	Golgi and ER_GO_2	DBR1
YKR054C	Golgi and ER_GO_2	DYN1
YLL002W	Golgi and ER_GO_2	RTT109
YLL038C	Golgi and ER_GO_2	ENT4
YLR055C	Golgi and ER_GO_2	SPT8
YLR102C	Golgi and ER_GO_2	APC9
YLR113W	Golgi and ER_GO_2	HOG1
YLR180W	Golgi and ER_GO_2	SAM1
YML128C	Golgi and ER_GO_2	MSC1
YMR190C	Golgi and ER_GO_2	SGS1
YMR280C	Golgi and ER_GO_2	CAT8
YNL037C	Golgi and ER_GO_2	IDH1
YOL012C	Golgi and ER_GO_2	HTZ1
YOL045W	Golgi and ER_GO_2	PSK2
YOR026W	Golgi and ER_GO_2	BUB3
YOR064C	Golgi and ER_GO_2	YNG1
YOR078W	Golgi and ER_GO_2	BUD21
YPL018W	Golgi and ER_GO_2	CTF19
YPL214C	Golgi and ER_GO_2	THI6
YPR043W	Golgi and ER_GO_2	RPL43A
YPR075C	Golgi and ER_GO_2	OPY2
YAL020C	Golgi and ER_GO_1	ATS1
YAR014C	Golgi and ER_GO_1	BUD14
YBL021C	Golgi and ER_GO_1	HAP3
YBR022W	Golgi and ER_GO_1	POA1
YBR238C	Golgi and ER_GO_1	YBR238C
YCL037C	Golgi and ER_GO_1	SRO9
YCR063W	Golgi and ER_GO_1	BUD31
YDR332W	Golgi and ER_GO_1	IRC3
YDR372C	Golgi and ER_GO_1	VPS74
YDR477W	Golgi and ER_GO_1	SNF1
YER111C	Golgi and ER_GO_1	SWI4
YGL115W	Golgi and ER_GO_1	SNF4
YGL175C	Golgi and ER_GO_1	SAE2
YHR158C	Golgi and ER_GO_1	KEL1
YKL074C	Golgi and ER_GO_1	MUD2
YML008C	Golgi and ER_GO_1	ERG6
YMR153W	Golgi and ER_GO_1	NUP53
YMR269W	Golgi and ER_GO_1	TMA23
YMR274C	Golgi and ER_GO_1	RCE1
YNL049C	Golgi and ER_GO_1	SFB2
YNL224C	Golgi and ER_GO_1	SQS1
YOL001W	Golgi and ER_GO_1	PHO80
YOR216C	Golgi and ER_GO_1	RUD3
YPL055C	Golgi and ER_GO_1	LGE1
YPL155C	Golgi and ER_GO_1	KIP2
YPR069C	Golgi and ER_GO_1	SPE3
YPR134W	Golgi and ER_GO_1	MSS18
YAL020C	peroxisome_GO_0	ATS1
YBL047C	peroxisome_GO_0	EDE1
YBL051C	peroxisome_GO_0	PIN4
YBR229C	peroxisome_GO_0	ROT2
YBR290W	peroxisome_GO_0	BSD2
YCR036W	peroxisome_GO_0	RBK1
YDL117W	peroxisome_GO_0	CYK3
YDL230W	peroxisome_GO_0	PTP1
YDR073W	peroxisome_GO_0	SNF11
YDR219C	peroxisome_GO_0	MFB1
YDR372C	peroxisome_GO_0	VPS74
